sample_id,collection_date,farmer_id,batch_number,lab_technician,weather_condition,truck_number,collection_shift,pH,pH_duplicate,turbidity_ntu,turbidity_log,temperature_c,ammonia_content,color_score,vfa,drc,grade
LAT_03208,5/25/2022,F009,BATCH_5667,TECH_06,Cloudy,WP_2862,Morning,6.391,6.391,59.91,4.0928,27.87,0.217,3,0.039,61.47,A
LAT_03209,9/15/2025,F024,BATCH_6890,TECH_07,Sunny,WP_6066,Morning,5.774,5.7724,113.37,4.7307,29.29,0.165,5,0.077,59.76,B
LAT_03210,8/20/2024,F027,BATCH_4941,TECH_04,Rainy,WP_3844,Afternoon,6.338,6.3366,75.45,4.3235,30.82,0.214,3,0.05,58.72,B
LAT_03211,11/1/2023,F005,BATCH_7533,TECH_07,Rainy,WP_7590,Morning,5.434,5.4327,133.43,4.8936,28.42,0.143,5,0.09,57.11,C
LAT_03212,11/13/2023,F003,BATCH_9660,TECH_07,Rainy,WP_3857,Morning,6.25,6.2538,84.07,4.4316,28.54,0.202,4,0.054,57.48,B
LAT_03213,2/17/2025,F027,BATCH_1840,TECH_06,Rainy,WP_4810,Morning,6.227,6.2256,89.3,4.492,31.57,0.206,3,0.055,59.22,B
LAT_03214,4/21/2026,F027,BATCH_3201,TECH_04,Rainy,WP_9998,Morning,5.944,5.9421,93.37,4.5366,31.99,0.177,3,0.064,56.28,B
LAT_03215,7/2/2022,F005,BATCH_8038,TECH_07,Sunny,WP_6351,Morning,5.509,5.5133,132.61,4.8874,29.86,0.146,5,0.092,57.56,C
LAT_03216,2/18/2025,F029,BATCH_2296,TECH_05,Sunny,WP_4733,Morning,6.487,6.4859,63.75,4.155,31.73,0.206,3,0.042,61.17,A
LAT_03217,7/25/2025,F007,BATCH_2957,TECH_05,Sunny,WP_3276,Morning,6.868,6.8675,41.14,3.717,30,0.242,2,0.025,59.79,A
LAT_03218,3/5/2023,F018,BATCH_4129,TECH_02,Rainy,WP_7554,Morning,5.341,5.3417,146.1,4.9843,30.47,0.155,5,0.096,56.53,C
LAT_03219,6/29/2024,F022,BATCH_7400,TECH_05,Rainy,WP_9854,Morning,6.121,6.1209,96.29,4.5674,30.37,0.192,4,0.061,57.66,B
LAT_03220,6/13/2025,F017,BATCH_2198,TECH_02,Windy,WP_7950,Morning,6.025,6.0256,103.32,4.6378,30.23,0.177,4,0.065,58.04,B
LAT_03221,1/2/2024,F029,BATCH_8032,TECH_06,Windy,WP_7877,Morning,5.543,5.5411,119.73,4.7852,28.4,0.15,4,0.086,57.07,C
LAT_03222,1/23/2022,F002,BATCH_1965,TECH_05,Cloudy,WP_7664,Morning,6.583,6.5829,65.82,4.1869,30.96,0.229,3,0.042,60.61,A
LAT_03223,9/14/2023,F029,BATCH_2600,TECH_03,Cloudy,WP_9076,Morning,6.269,6.2699,71.94,4.2758,31.72,0.223,3,0.047,58.24,A
LAT_03224,9/15/2023,F002,BATCH_5607,TECH_01,Windy,WP_3579,Morning,5.815,5.8152,110.86,4.7083,27.77,0.173,4,0.073,58.68,B
LAT_03225,1/28/2026,F028,BATCH_6595,TECH_06,Sunny,WP_9285,Morning,5.467,5.465,133.73,4.8958,31.11,0.154,5,0.092,57.49,C
LAT_03226,1/14/2022,F008,BATCH_2314,TECH_04,Cloudy,WP_4529,Morning,6.067,6.0659,84.87,4.4411,27.74,0.201,3,0.061,56.61,B
LAT_03227,10/22/2024,F030,BATCH_5942,TECH_04,Cloudy,WP_3196,Morning,5.747,5.748,121.01,4.7959,31.73,0.15,4,0.081,56.72,C
LAT_03228,12/12/2023,F009,BATCH_5238,TECH_05,Sunny,WP_7388,Morning,5.459,5.4568,126.32,4.8388,31.65,0.136,5,0.088,58.08,C
LAT_03229,11/5/2022,F019,BATCH_9869,TECH_03,Windy,WP_2995,Morning,5.58,5.5789,130.78,4.8735,28.22,0.147,5,0.088,58.68,C
LAT_03230,10/5/2022,F024,BATCH_5162,TECH_07,Cloudy,WP_2175,Morning,6.082,6.0855,84.79,4.4402,28.32,0.191,4,0.057,59.73,B
LAT_03231,2/7/2025,F023,BATCH_3011,TECH_01,Windy,WP_1694,Morning,5.697,5.6975,126.95,4.8438,27.78,0.139,5,0.084,57.19,C
LAT_03232,4/18/2022,F030,BATCH_9379,TECH_01,Cloudy,WP_2807,Morning,6.574,6.5731,62.74,4.139,32.1,0.236,2,0.035,58.81,A
LAT_03233,8/18/2024,F028,BATCH_8367,TECH_04,Rainy,WP_9095,Morning,5.597,5.5945,117.58,4.7671,31.81,0.171,5,0.081,58.47,C
LAT_03234,4/28/2022,F012,BATCH_9712,TECH_01,Rainy,WP_5498,Morning,5.311,5.3115,152.62,5.028,31.71,0.132,5,0.098,56.08,C
LAT_03235,11/19/2024,F005,BATCH_3583,TECH_04,Cloudy,WP_6674,Afternoon,5.526,5.5227,128.43,4.8554,29.71,0.144,5,0.087,57.95,C
LAT_03236,9/9/2022,F010,BATCH_5149,TECH_03,Rainy,WP_3224,Afternoon,5.827,5.8271,111.24,4.7117,30.89,0.157,4,0.072,58.57,B
LAT_03237,12/8/2024,F005,BATCH_9809,TECH_01,Rainy,WP_4143,Morning,5.999,6.0015,96.31,4.5676,29.16,0.197,4,0.062,57.41,B
LAT_03238,7/23/2025,F021,BATCH_1174,TECH_03,Cloudy,WP_2699,Afternoon,5.948,5.9519,101.74,4.6224,29.35,0.179,5,0.071,60.23,B
LAT_03239,6/7/2022,F010,BATCH_9026,TECH_07,Rainy,WP_9780,Morning,5.426,5.4269,145.76,4.982,30.66,0.143,5,0.097,58.36,C
LAT_03240,4/6/2024,F027,BATCH_5723,TECH_07,Cloudy,WP_3228,Morning,6.567,6.569,68.81,4.2313,30.62,0.195,3,0.041,60.69,A
LAT_03241,8/23/2025,F024,BATCH_1775,TECH_06,Windy,WP_5014,Morning,5.605,5.6031,132.31,4.8851,31.84,,5,0.088,55.97,C
LAT_03242,7/24/2025,F017,BATCH_3383,TECH_02,Cloudy,WP_8350,Afternoon,6.62,6.6207,62,4.1271,29.56,0.23,4,0.039,61.44,A
LAT_03243,12/25/2024,F004,BATCH_3041,TECH_02,Cloudy,WP_3016,Morning,5.815,5.813,115.09,4.7457,31.97,0.166,4,0.073,59.63,B
LAT_03244,5/6/2022,F023,BATCH_4166,TECH_07,Sunny,WP_2773,Afternoon,6.702,6.7025,50.65,3.9249,28.87,0.223,2,0.029,58.42,A
LAT_03245,11/1/2023,F001,BATCH_8203,TECH_01,Sunny,WP_8874,Morning,6.256,6.2567,80.5,4.3883,29.56,0.193,3,0.055,57.04,B
LAT_03246,1/26/2023,F026,BATCH_3025,TECH_01,Rainy,WP_1955,Morning,6.702,6.6989,47.99,3.871,31.58,0.233,3,0.028,60.28,A
LAT_03247,5/18/2025,F001,BATCH_3310,TECH_01,Windy,WP_4740,Morning,5.49,5.4919,133.57,4.8946,29.61,0.147,5,0.087,58.51,C
LAT_03248,9/16/2023,F020,BATCH_6234,TECH_05,Windy,WP_7713,Morning,5.64,5.6395,124.11,4.8212,30.37,0.158,4,0.081,55.63,C
LAT_03249,2/21/2026,F017,BATCH_6973,TECH_03,Cloudy,WP_3546,Morning,6.723,6.7283,44.3,3.791,27.86,0.228,2,0.025,60.5,A
LAT_03250,11/3/2025,F028,BATCH_7594,TECH_05,Cloudy,WP_2456,Morning,6.547,6.5457,67.69,4.2149,31.77,0.217,3,0.041,58.08,A
LAT_03251,12/3/2022,F001,BATCH_6246,TECH_04,Cloudy,WP_7367,Afternoon,6.418,6.4199,68.74,4.2303,30.64,0.228,3,0.045,58.99,A
LAT_03252,2/19/2022,F005,BATCH_5275,TECH_06,Rainy,WP_7663,Morning,5.947,5.9469,111.64,4.7153,31.84,0.173,4,0.071,57.49,B
LAT_03253,8/28/2025,F013,BATCH_7444,TECH_01,Windy,WP_3128,Morning,6.746,6.7488,49.79,3.9078,31.12,0.242,3,0.03,60.19,A
LAT_03254,2/1/2024,F029,BATCH_5313,TECH_05,Rainy,WP_8515,Afternoon,6.714,6.7103,44.66,3.7991,29.2,0.258,3,0.028,60.61,A
LAT_03255,5/11/2022,F008,BATCH_3182,TECH_05,Sunny,WP_5099,Afternoon,5.493,5.497,141.79,4.9543,28.94,0.133,5,0.095,56.76,C
LAT_03256,5/19/2025,F008,BATCH_1570,TECH_01,Rainy,WP_9088,Morning,6.8,6.7972,45.49,3.8175,27.42,0.228,2,0.028,58.36,A
LAT_03257,6/8/2025,F028,BATCH_9279,TECH_07,Cloudy,WP_9261,Morning,6.024,6.0242,101.77,4.6227,29.54,0.184,4,0.064,58.43,B
LAT_03258,7/19/2024,F013,BATCH_5949,TECH_05,Cloudy,WP_1847,Morning,5.437,5.4384,136.06,4.9131,28.24,0.126,5,0.093,55.45,C
LAT_03259,7/30/2022,F012,BATCH_7212,TECH_05,Windy,WP_3073,Morning,6.707,6.7071,46.49,3.8392,30.67,0.223,2,0.029,59.6,A
LAT_03260,5/9/2024,F028,BATCH_5353,TECH_05,Cloudy,WP_8066,Morning,5.287,5.2858,141.99,4.9558,30.85,0.133,5,0.095,57.05,C
LAT_03261,10/18/2025,F004,BATCH_4635,TECH_04,Rainy,WP_4737,Morning,6.307,6.3052,73.35,4.2952,32.08,0.205,3,0.051,56.09,B
LAT_03262,5/18/2023,F021,BATCH_5325,TECH_04,Cloudy,WP_9279,Afternoon,6.567,6.571,61.39,4.1172,32.3,0.232,3,0.038,60.35,A
LAT_03263,10/3/2023,F012,BATCH_1779,TECH_06,Sunny,WP_4350,Morning,5.666,5.6687,116.47,4.7576,31.5,0.166,4,0.078,56.46,B
LAT_03264,5/18/2025,F021,BATCH_7920,TECH_03,Windy,WP_2667,Morning,6.566,6.5704,55.55,4.0173,29.3,0.228,3,0.033,60.67,A
LAT_03265,8/27/2023,F008,BATCH_6815,TECH_03,Windy,WP_8227,Morning,6.182,6.1849,79.57,4.3766,29.89,0.207,3,0.05,60.3,B
LAT_03266,9/20/2023,F017,BATCH_4561,TECH_07,Cloudy,WP_2079,Morning,6.552,6.5501,59.46,4.0853,29.62,0.219,2,0.038,59.83,A
LAT_03267,10/7/2022,F015,BATCH_2862,TECH_01,Windy,WP_7871,Morning,6.19,6.1897,87.68,4.4737,28.85,0.174,4,0.054,59.54,B
LAT_03268,8/23/2023,F017,BATCH_9214,TECH_03,Cloudy,WP_7322,Morning,6.376,6.375,76.11,4.3322,28.01,0.196,2,0.05,60.01,B
LAT_03269,12/7/2023,F009,BATCH_7494,TECH_03,Rainy,WP_8225,Morning,5.88,5.8806,117.48,4.7663,29.49,0.166,4,0.078,57.82,B
LAT_03270,2/27/2022,F005,BATCH_7616,TECH_07,Rainy,WP_5747,Morning,5.627,5.6282,118.29,4.7731,32.06,0.172,5,0.081,56.84,C
LAT_03271,9/3/2022,F018,BATCH_8805,TECH_04,Cloudy,WP_3445,Morning,5.837,5.8336,111.4,4.7131,29.06,0.173,4,0.073,57.75,B
LAT_03272,5/21/2024,F011,BATCH_5275,TECH_06,Sunny,WP_8752,Morning,5.715,5.715,116.79,4.7604,28.79,0.152,5,0.078,58.48,B
LAT_03273,1/31/2022,F018,BATCH_4890,TECH_06,Windy,WP_3368,Morning,5.379,5.3763,141.99,4.9558,31.65,0.125,5,0.095,56.25,C
LAT_03274,10/28/2025,F030,BATCH_5885,TECH_05,Windy,WP_8634,Morning,5.377,5.3764,142.5,4.9593,30.38,0.146,5,0.096,59.04,C
LAT_03275,11/12/2024,F013,BATCH_1922,TECH_05,Rainy,WP_4049,Morning,5.442,5.4435,133.6,4.8949,29.19,0.151,5,0.093,56.71,C
LAT_03276,10/22/2024,F028,BATCH_9563,TECH_07,Windy,WP_1468,Morning,6.677,6.6776,48.76,3.8869,31.73,0.238,3,0.031,59.95,A
LAT_03277,6/25/2024,F030,BATCH_4860,TECH_01,Rainy,WP_4919,Morning,5.979,5.9827,96.98,4.5745,31.16,0.18,4,0.066,57.86,B
LAT_03278,7/16/2025,F022,BATCH_7882,TECH_04,Windy,WP_7261,Morning,5.546,5.5474,129.19,4.8613,32.37,0.138,5,0.085,57.39,C
LAT_03279,1/12/2026,F021,BATCH_3126,TECH_01,Rainy,WP_5878,Morning,5.706,5.7067,116.43,4.7573,28.92,0.156,4,0.08,58.54,C
LAT_03280,9/2/2025,F024,BATCH_7350,TECH_02,Cloudy,WP_4929,Morning,6.692,6.6949,50.22,3.9164,29.12,0.242,2,0.027,58.47,A
LAT_03281,3/17/2026,F006,BATCH_6651,TECH_03,Cloudy,WP_1126,Morning,5.596,5.5964,131.38,4.8781,31.96,0.137,5,0.087,56.78,C
LAT_03282,9/18/2025,F011,BATCH_3044,TECH_07,Cloudy,WP_1191,Morning,6.144,6.1395,84.89,4.4414,29.44,0.179,4,0.058,59.61,B
LAT_03283,3/19/2022,F004,BATCH_3002,TECH_01,Rainy,WP_8790,Morning,5.306,5.3064,141.58,4.9529,32.69,0.126,5,0.095,56.49,C
LAT_03284,3/22/2023,F020,BATCH_7159,TECH_04,Windy,WP_1599,Morning,5.482,5.4841,144.52,4.9734,31.48,0.139,5,0.094,55.95,C
LAT_03285,10/7/2023,F006,BATCH_8398,TECH_01,Sunny,WP_8837,Morning,5.559,5.5577,127.97,4.8518,31.21,0.148,5,0.085,56.15,C
LAT_03286,3/17/2025,F025,BATCH_8439,TECH_03,Windy,WP_8174,Morning,5.468,5.4681,131.27,4.8773,32.55,0.143,5,0.09,55.12,C
LAT_03287,10/10/2022,F007,BATCH_1414,TECH_07,Windy,WP_1862,Morning,6.605,6.6078,58.29,4.0654,28.45,0.225,3,0.038,59.05,A
LAT_03288,7/20/2025,F015,BATCH_1645,TECH_02,Rainy,WP_8950,Morning,5.559,5.563,122.98,4.812,28.34,0.153,5,0.087,56.68,C
LAT_03289,9/14/2023,F009,BATCH_5258,TECH_07,Sunny,WP_2725,Afternoon,5.596,5.5955,120.71,4.7934,31.27,0.143,5,0.082,56.86,C
LAT_03290,6/26/2025,F030,BATCH_6060,TECH_02,Cloudy,WP_8764,Afternoon,6.758,6.7582,46.82,3.8463,27.54,0.241,2,0.028,59.77,A
LAT_03291,4/22/2024,F028,BATCH_5413,TECH_05,Sunny,WP_3958,Morning,6.713,6.7139,48.64,3.8844,27.49,0.222,2,0.032,59.44,A
LAT_03292,2/10/2026,F029,BATCH_9796,TECH_05,Sunny,WP_4198,Morning,6.383,6.3858,72.66,4.2858,28.52,0.209,3,0.046,60.56,A
LAT_03293,9/7/2024,F010,BATCH_4734,TECH_05,Rainy,WP_6487,Morning,6.511,6.5136,61.19,4.114,32.03,0.224,3,0.04,59.78,A
LAT_03294,4/4/2022,F011,BATCH_2008,TECH_03,Cloudy,WP_7960,Morning,5.711,5.7116,121.26,4.7979,29.69,0.152,5,0.077,57.16,B
LAT_03295,2/1/2025,F019,BATCH_1072,TECH_04,Rainy,WP_2057,Morning,5.357,5.353,139.45,4.9377,30.81,0.136,5,0.095,57.79,C
LAT_03296,9/2/2024,F016,BATCH_1930,TECH_07,Rainy,WP_1670,Morning,6.448,6.4479,75.03,4.3179,31.53,0.21,3,0.046,60.45,A
LAT_03297,11/6/2022,F017,BATCH_7158,TECH_04,Sunny,WP_2968,Morning,5.759,5.7609,116.59,4.7587,,0.169,4,0.075,59.21,B
LAT_03298,12/28/2023,F020,BATCH_4156,TECH_06,Rainy,WP_8845,Morning,6.241,6.247,86.19,4.4566,29.14,0.2,3,0.054,57.57,B
LAT_03299,1/27/2023,F017,BATCH_5215,TECH_06,Sunny,WP_4010,Morning,6.28,6.2817,84.44,4.436,27.95,0.202,4,0.052,59.76,B
LAT_03300,12/2/2024,F017,BATCH_7357,TECH_04,Cloudy,WP_8430,Morning,5.906,5.9049,102.61,4.6309,29.44,0.195,5,0.07,60.41,B
LAT_03301,2/6/2026,F002,BATCH_7102,TECH_06,Windy,WP_4357,Morning,6.467,6.4673,63.28,4.1476,28.51,0.202,3,0.044,58.85,A
LAT_03302,10/3/2023,F009,BATCH_4782,TECH_04,Windy,WP_2976,Morning,6.765,6.7642,50.43,3.9206,29.93,0.248,2,0.026,61.49,A
LAT_03303,2/20/2026,F017,BATCH_5516,TECH_03,Cloudy,WP_4526,Morning,6.843,6.8425,44.69,3.7997,29.52,0.232,2,0.026,60.28,A
LAT_03304,4/9/2023,F027,BATCH_6849,TECH_07,Cloudy,WP_7445,Morning,,,78.65,4.365,27.9,0.208,3,0.047,60.64,A
LAT_03305,3/16/2023,F004,BATCH_4952,TECH_05,Windy,WP_2359,Morning,5.42,5.4189,139.87,4.9407,28.21,0.147,5,0.094,56.25,C
LAT_03306,1/23/2024,F016,BATCH_3031,TECH_04,Windy,WP_2633,Morning,5.492,5.4962,137.79,4.9257,31.67,0.163,5,0.092,56.37,C
LAT_03307,4/26/2025,F016,BATCH_7633,TECH_05,Rainy,WP_9818,Morning,5.376,5.378,139.16,4.9356,29.13,0.151,5,0.093,57.09,C
LAT_03308,12/9/2023,F023,BATCH_5397,TECH_06,Windy,WP_7011,Morning,5.797,5.7989,111.29,4.7121,32.16,0.171,4,0.074,58.16,B
LAT_03309,7/7/2025,F002,BATCH_7845,TECH_07,Rainy,WP_2214,Morning,5.636,5.6357,138.45,4.9305,31.48,0.151,5,0.088,56.16,C
LAT_03310,9/8/2023,F029,BATCH_4505,TECH_06,Rainy,WP_4860,Afternoon,5.703,5.702,126.92,4.8436,29.98,0.159,4,0.083,57.81,C
LAT_03311,2/22/2025,F012,BATCH_6545,TECH_03,Windy,WP_7478,Morning,6.325,6.3199,80.49,4.3881,32.36,0.209,3,0.051,56.53,B
LAT_03312,6/3/2023,F014,BATCH_9617,TECH_01,Sunny,WP_7213,Morning,5.922,5.9222,101.04,4.6155,27.85,0.169,4,0.067,59.32,B
LAT_03313,11/29/2022,F018,BATCH_1155,TECH_01,Windy,WP_1414,Morning,5.42,5.4212,134.22,4.8995,29.66,0.137,5,0.093,58.62,C
LAT_03314,7/2/2023,F026,BATCH_3227,TECH_01,Cloudy,WP_3418,Morning,6.675,6.6765,49.17,3.8953,29.18,0.25,3,0.028,59.68,A
LAT_03315,6/28/2023,F025,BATCH_2414,TECH_04,Sunny,WP_1619,Morning,5.632,5.6307,134.06,4.8983,28.08,0.153,5,0.091,58.69,C
LAT_03316,6/24/2022,F029,BATCH_9071,TECH_06,Cloudy,WP_3830,Morning,5.824,5.8213,117.84,4.7693,28.89,0.173,5,0.075,57.07,B
LAT_03317,1/15/2023,F007,BATCH_7790,TECH_07,Cloudy,WP_5747,Morning,6.574,6.574,65.23,4.1779,32.07,0.215,3,0.041,61.21,A
LAT_03318,12/11/2025,F030,BATCH_1771,TECH_06,Cloudy,WP_5137,Morning,6.129,6.1315,82.26,4.4099,27.9,0.201,3,0.052,58,B
LAT_03319,3/12/2025,F001,BATCH_9039,TECH_04,Sunny,WP_2595,Morning,6.512,6.5125,60.75,4.1068,29.89,0.24,3,0.037,58.27,A
LAT_03320,2/10/2026,F011,BATCH_2932,TECH_02,Windy,WP_9623,Morning,5.916,5.918,102.35,4.6284,29.47,0.175,4,0.066,58.96,B
LAT_03321,7/29/2023,F010,BATCH_1829,TECH_07,Windy,WP_1108,Morning,6.754,6.7544,43.8,3.7796,29.36,0.235,2,0.025,60.38,A
LAT_03322,4/30/2023,F026,BATCH_8958,TECH_07,Windy,WP_6070,Morning,5.65,5.6493,122.95,4.8118,31.59,0.165,5,0.083,55.67,C
LAT_03323,9/9/2022,F021,BATCH_1084,TECH_02,Sunny,WP_9234,Morning,5.652,5.6494,120.25,4.7896,30.11,0.161,5,0.082,55.34,C
LAT_03324,6/3/2022,F017,BATCH_6418,TECH_06,Sunny,WP_7756,Morning,6.139,6.1409,94.41,4.5476,31.57,0.201,4,0.058,58.69,B
LAT_03325,1/30/2023,F017,BATCH_4982,TECH_07,Rainy,WP_7692,Morning,6.702,6.7002,48.66,3.8849,27.67,0.237,2,0.03,60.49,A
LAT_03326,5/17/2025,F017,BATCH_1495,TECH_07,Windy,WP_8140,Morning,5.543,5.5427,133.21,4.8919,31.63,0.138,5,0.09,56.7,C
LAT_03327,8/2/2022,F010,BATCH_2134,TECH_04,Sunny,WP_7452,Afternoon,5.891,5.8938,116.87,4.7611,28.02,0.162,5,0.076,57.49,B
LAT_03328,10/28/2022,F007,BATCH_8298,TECH_05,Windy,WP_5713,Morning,6.746,6.746,50.45,3.921,27.82,0.247,2,0.029,61.13,A
LAT_03329,10/5/2023,F007,BATCH_2058,TECH_02,Cloudy,WP_3324,Afternoon,5.538,5.5409,142.02,4.956,28.07,0.125,5,0.092,56.5,C
LAT_03330,9/29/2024,F006,BATCH_7988,TECH_07,Sunny,WP_4445,Morning,6.382,6.3836,58.92,4.0762,30.27,0.232,3,0.039,58.54,A
LAT_03331,1/23/2022,F026,BATCH_4017,TECH_01,Rainy,WP_1198,Morning,6.582,6.5858,51.84,3.9482,30.66,0.225,2,0.032,58.27,A
LAT_03332,6/12/2024,F018,BATCH_4889,TECH_06,Sunny,WP_5864,Morning,6.754,6.7516,42.35,3.746,28.65,0.225,2,0.025,59.07,A
LAT_03333,8/2/2025,F004,BATCH_6380,TECH_04,Cloudy,WP_5136,Afternoon,6.423,6.4226,62.62,4.1371,31.91,0.211,3,0.041,58.12,A
LAT_03334,11/12/2025,F030,BATCH_6752,TECH_05,Windy,WP_1600,Morning,6.753,6.7503,42.43,3.7479,31.8,0.249,2,0.023,58.72,A
LAT_03335,4/26/2023,F004,BATCH_2259,TECH_06,Windy,WP_8013,Morning,6.282,6.2835,75.97,4.3303,30.13,0.222,3,0.048,58.41,A
LAT_03336,12/22/2025,F011,BATCH_1903,TECH_06,Sunny,WP_9593,Afternoon,5.52,5.5219,131.13,4.8762,29.35,0.144,5,0.089,56.36,C
LAT_03337,3/17/2024,F012,BATCH_5811,TECH_02,Sunny,WP_6160,Morning,5.628,5.6286,140.82,4.9475,32.24,0.121,5,0.094,57.13,C
LAT_03338,10/23/2024,F025,BATCH_2619,TECH_05,Cloudy,WP_8834,Morning,5.609,5.6102,119.46,4.783,30.32,0.153,5,0.082,56.37,C
LAT_03339,8/3/2024,F023,BATCH_6228,TECH_01,Cloudy,WP_3863,Morning,5.526,5.5267,139.25,4.9363,32.61,0.154,5,0.092,57.38,C
LAT_03340,4/18/2024,F019,BATCH_1304,TECH_04,Cloudy,WP_1422,Morning,6.078,6.0765,99.2,4.5971,30.6,0.199,4,0.063,59.73,B
LAT_03341,8/26/2022,F017,BATCH_5370,TECH_03,Cloudy,WP_3987,Morning,5.932,5.9332,102.22,4.6271,28.79,0.188,4,0.069,58.34,B
LAT_03342,10/10/2024,F025,BATCH_4149,TECH_06,Cloudy,WP_3082,Morning,5.46,5.4599,136.43,4.9158,32.52,0.145,5,0.093,57.01,C
LAT_03343,9/30/2023,F025,BATCH_1548,TECH_01,Windy,WP_7402,Morning,6.031,6.0291,96.74,4.572,27.87,0.172,4,0.064,59.91,B
LAT_03344,11/22/2022,F029,BATCH_7462,TECH_06,Cloudy,WP_1820,Morning,6.535,6.5361,56.29,4.0305,29.43,0.225,3,0.04,61.14,A
LAT_03345,1/11/2024,F028,BATCH_1364,TECH_01,Windy,WP_9166,Morning,5.53,5.5291,132.21,4.8844,27.81,0.145,5,0.09,58.96,C
LAT_03346,10/11/2024,F012,BATCH_6599,TECH_07,Cloudy,WP_8983,Morning,5.403,5.4044,139.83,4.9404,30.43,0.132,5,0.096,57.03,C
LAT_03347,12/1/2024,F002,BATCH_2872,TECH_04,Rainy,WP_6058,Morning,5.877,5.8784,104.54,4.6496,28.03,0.182,4,0.069,58.17,B
LAT_03348,11/20/2022,F011,BATCH_9138,TECH_06,Rainy,WP_6680,Morning,5.636,5.6396,123.48,4.8161,29.15,0.14,5,0.083,58.53,C
LAT_03349,9/20/2022,F004,BATCH_2999,TECH_01,Rainy,WP_8999,Morning,6.749,6.7511,41.37,3.7226,29.36,0.241,3,0.024,60.46,A
LAT_03350,2/11/2023,F030,BATCH_3089,TECH_06,Rainy,WP_9765,Morning,6.728,6.7281,44.64,3.7986,30.02,0.253,3,0.029,58.87,A
LAT_03351,7/18/2025,F014,BATCH_5657,TECH_05,Sunny,WP_7050,Morning,5.69,5.6916,117.88,4.7697,28.57,0.165,4,0.08,58.88,C
LAT_03352,10/19/2022,F002,BATCH_8412,TECH_01,Sunny,WP_1674,Morning,5.976,5.9727,103.51,4.6397,28.24,0.177,4,0.066,58.78,B
LAT_03353,5/17/2023,F016,BATCH_9210,TECH_05,Cloudy,WP_6358,Morning,6.176,6.1748,79.69,4.3781,30.72,0.203,4,0.054,60.36,B
LAT_03354,7/7/2025,F008,BATCH_9064,TECH_01,Rainy,WP_8494,Morning,6.288,6.2891,79.03,4.3698,28.78,0.206,4,0.052,58.16,B
LAT_03355,8/3/2022,F022,BATCH_2392,TECH_02,Rainy,WP_6213,Morning,5.86,5.8602,109.72,4.6979,28.26,0.176,4,0.071,57.27,B
LAT_03356,4/1/2025,F019,BATCH_5609,TECH_03,Windy,WP_5717,Morning,5.677,5.6755,125.37,4.8313,31.41,0.134,5,0.084,57.24,C
LAT_03357,9/15/2025,F022,BATCH_7493,TECH_01,Windy,WP_7574,Morning,5.638,5.6387,125.3,4.8307,28.9,0.145,5,0.083,56.91,C
LAT_03358,1/8/2024,F011,BATCH_6757,TECH_02,Rainy,WP_7743,Afternoon,5.665,5.6665,113.02,4.7276,29.95,0.151,5,0.077,58.3,B
LAT_03359,1/21/2025,F012,BATCH_9073,TECH_04,Rainy,WP_8245,Morning,5.905,5.9053,104.81,4.6521,29.47,0.192,4,0.065,57.85,B
LAT_03360,2/19/2026,F007,BATCH_2995,TECH_04,Sunny,WP_3357,Morning,5.623,5.6258,131.22,4.8769,27.71,0.157,4,0.085,56.52,C
LAT_03361,6/15/2023,F012,BATCH_3776,TECH_03,Cloudy,WP_8737,Afternoon,5.615,5.6152,128.28,4.8542,27.78,0.163,5,0.083,58.69,C
LAT_03362,10/2/2025,F008,BATCH_3548,TECH_04,Windy,WP_2592,Morning,6.674,6.6742,52.49,3.9606,31.88,0.222,3,0.033,61.36,A
LAT_03363,3/3/2023,F017,BATCH_5651,TECH_02,Sunny,WP_7510,Morning,5.257,5.2574,148.78,5.0025,28.61,0.134,5,0.098,57.55,C
LAT_03364,6/4/2025,F013,BATCH_9451,TECH_06,Cloudy,WP_4490,Morning,6.619,6.6205,58.99,4.0774,27.83,0.237,3,0.033,59.22,A
LAT_03365,5/8/2023,F028,BATCH_8276,TECH_04,Cloudy,WP_4848,Morning,5.861,5.861,111.24,4.7117,29.11,0.169,4,0.075,58.14,B
LAT_03366,12/30/2024,F016,BATCH_6110,TECH_03,Rainy,WP_1117,Morning,6.773,6.7749,36.53,3.5981,28.71,0.249,2,0.023,59.93,A
LAT_03367,1/25/2024,F029,BATCH_7674,TECH_04,Rainy,WP_2980,Morning,5.456,5.4566,135.72,4.9106,31.58,0.143,5,0.089,56.65,C
LAT_03368,10/11/2023,F030,BATCH_3844,TECH_01,Windy,WP_4024,Afternoon,5.488,5.4865,134.73,4.9033,31.8,0.156,5,0.09,58.81,C
LAT_03369,12/26/2023,F020,BATCH_2594,TECH_04,Windy,WP_5920,Morning,5.42,5.422,137.89,4.9265,29.4,0.14,5,0.093,57.11,C
LAT_03370,1/25/2026,F026,BATCH_9535,TECH_06,Windy,WP_3754,Afternoon,5.584,5.587,126.62,4.8412,32.28,0.151,4,0.087,57.06,C
LAT_03371,6/18/2024,F004,BATCH_1203,TECH_04,Sunny,WP_7812,Morning,5.517,5.514,137.11,4.9208,28.4,0.139,5,0.09,55.04,C
LAT_03372,1/26/2022,F017,BATCH_6073,TECH_06,Sunny,WP_1595,Morning,5.581,5.5799,123.51,4.8163,30.25,0.171,4,0.083,55.25,C
